Time (sec);X Position (m);Y Position (m);Z Position (m);Roll Position (rad);Pitch Position (rad);Yaw Position (rad)
1.2400000000;0.0278778385;0.0153869190;-0.0213768083;-0.0921431805;-0.1061975798;-0.0837655735
1.2425000000;0.0279766372;0.0154035731;-0.0213629503;-0.0924889903;-0.1063135044;-0.0874734550
1.2450000000;0.0280752312;0.0154201768;-0.0213474649;-0.0931338873;-0.1062616282;-0.0912576710
1.2475000000;0.0281736308;0.0154367295;-0.0213306394;-0.0938461059;-0.1059381357;-0.0946909854
1.2500000000;0.0282718728;0.0154532296;-0.0213128512;-0.0942242332;-0.1053964275;-0.0976177510
1.2525000000;0.0283699897;0.0154696764;-0.0212943870;-0.0940922789;-0.1047615039;-0.1001379812
1.2550000000;0.0284679865;0.0154860699;-0.0212753106;-0.0938352337;-0.1041473726;-0.1023013356
1.2575000000;0.0285658438;0.0155024104;-0.0212554951;-0.0940467765;-0.1036711420;-0.1041376524
1.2600000000;0.0286635427;0.0155186985;-0.0212347704;-0.0948673718;-0.1034183360;-0.1058151697
1.2625000000;0.0287610859;0.0155349354;-0.0212130351;-0.0958197587;-0.1033951665;-0.1076355045
1.2650000000;0.0288584954;0.0155511226;-0.0211902491;-0.0962694719;-0.1035054069;-0.1099106351
1.2675000000;0.0289557912;0.0155672601;-0.0211663803;-0.0960632651;-0.1035657038;-0.1126766191
1.2700000000;0.0290529717;0.0155833421;-0.0211414276;-0.0955910653;-0.1034265778;-0.1154646964
1.2725000000;0.0291500153;0.0155993575;-0.0211155271;-0.0951906973;-0.1030982721;-0.1175587512
1.2750000000;0.0292468971;0.0156152965;-0.0210890241;-0.0948133867;-0.1027528638;-0.1186122701
1.2775000000;0.0293436022;0.0156311578;-0.0210623770;-0.0942547703;-0.1025880588;-0.1189065624
1.2800000000;0.0294401260;0.0156469508;-0.0210359160;-0.0934147543;-0.1026301351;-0.1190342113
1.2825000000;0.0295364655;0.0156626901;-0.0210096798;-0.0923237221;-0.1026954474;-0.1194653791
1.2850000000;0.0296326152;0.0156783883;-0.0209834920;-0.0910669198;-0.1025596237;-0.1203290855
1.2875000000;0.0297285759;0.0156940502;-0.0209571739;-0.0897937080;-0.1021423123;-0.1215205845
1.2900000000;0.0298243671;0.0157096728;-0.0209306846;-0.0887598320;-0.1015585535;-0.1229633117
1.2925000000;0.0299200253;0.0157252485;-0.0209041059;-0.0881739039;-0.1009853875;-0.1246195761
1.2950000000;0.0300155829;0.0157407703;-0.0208775734;-0.0879487909;-0.1005062080;-0.1262952351
1.2975000000;0.0301110463;0.0157562375;-0.0208512679;-0.0877472957;-0.1001411756;-0.1277277040
1.3000000000;0.0302063928;0.0157716613;-0.0208254377;-0.0873070997;-0.0999508998;-0.1288227830
1.3025000000;0.0303015850;0.0157870652;-0.0208003501;-0.0866320063;-0.1000007830;-0.1296382432
1.3050000000;0.0303965886;0.0158024821;-0.0207761633;-0.0859609686;-0.1002147376;-0.1303673155
1.3075000000;0.0304913852;0.0158179487;-0.0207528066;-0.0856690897;-0.1003773758;-0.1314267611
1.3100000000;0.0305859798;0.0158334996;-0.0207299834;-0.0859295291;-0.1003765171;-0.1332913579
1.3125000000;0.0306803970;0.0158491608;-0.0207073624;-0.0862845152;-0.1003029258;-0.1360700548
1.3150000000;0.0307746656;0.0158649457;-0.0206848324;-0.0858034017;-0.1002801863;-0.1393794600
1.3175000000;0.0308688052;0.0158808535;-0.0206625956;-0.0837596008;-0.1003794384;-0.1427314565
1.3200000000;0.0309628212;0.0158968739;-0.0206410556;-0.0801411952;-0.1006233702;-0.1458180204
1.3225000000;0.0310567042;0.0159129987;-0.0206206400;-0.0755737680;-0.1009089233;-0.1483402973
1.3250000000;0.0311504363;0.0159292352;-0.0206016751;-0.0706647615;-0.1009738083;-0.1498081392
1.3275000000;0.0312440074;0.0159456093;-0.0205843442;-0.0654928751;-0.1005379566;-0.1497024956
1.3300000000;0.0313374356;0.0159621608;-0.0205686828;-0.0598232500;-0.0995382489;-0.1479943054
1.3325000000;0.0314307712;0.0159789315;-0.0205545542;-0.0535847548;-0.0982344001;-0.1454863098
1.3350000000;0.0315240710;0.0159959542;-0.0205416272;-0.0470676755;-0.0970223453;-0.1433695187
1.3375000000;0.0316173649;0.0160132458;-0.0205294563;-0.0407824908;-0.0961133666;-0.1423532514
1.3400000000;0.0317106440;0.0160308022;-0.0205176794;-0.0350746523;-0.0954312898;-0.1423003491
1.3425000000;0.0318038693;0.0160485949;-0.0205061968;-0.0298564880;-0.0947534674;-0.1427078985
1.3450000000;0.0318969867;0.0160665768;-0.0204951797;-0.0247873699;-0.0938698272;-0.1433992349
1.3475000000;0.0319899428;0.0160846970;-0.0204849075;-0.0196852027;-0.0926623657;-0.1446014651
1.3500000000;0.0320826989;0.0161029147;-0.0204755955;-0.0147078125;-0.0911091303;-0.1464454404
1.3525000000;0.0321752378;0.0161212039;-0.0204673379;-0.0101259365;-0.0893318440;-0.1485649589
1.3550000000;0.0322675691;0.0161395483;-0.0204601186;-0.0059999214;-0.0876510417;-0.1502718966
1.3575000000;0.0323597288;0.0161579377;-0.0204537809;-0.0022196196;-0.0863951268;-0.1511228855
1.3600000000;0.0324517662;0.0161763658;-0.0204479689;0.0012129798;-0.0856461960;-0.1512081820
1.3625000000;0.0325437197;0.0161948258;-0.0204421308;0.0042201449;-0.0852624493;-0.1508096672
1.3650000000;0.0326356005;0.0162133020;-0.0204356468;0.0069193192;-0.0850438755;-0.1498696487
1.3675000000;0.0327273918;0.0162317670;-0.0204280300;0.0095143894;-0.0848565976;-0.1479870076
1.3700000000;0.0328190597;0.0162501889;-0.0204190394;0.0120024204;-0.0846865925;-0.1449963136
1.3725000000;0.0329105608;0.0162685431;-0.0204086323;0.0142204951;-0.0845825371;-0.1413297243
1.3750000000;0.0330018467;0.0162868176;-0.0203968607;0.0160081207;-0.0845669235;-0.1376907665
1.3775000000;0.0330928783;0.0163050122;-0.0203838211;0.0172685033;-0.0846486616;-0.1345184926
1.3800000000;0.0331836460;0.0163231350;-0.0203696627;0.0181146206;-0.0848721492;-0.1317474544
1.3825000000;0.0332741798;0.0163412021;-0.0203545850;0.0189111136;-0.0852519827;-0.1290328155
1.3850000000;0.0333645377;0.0163592370;-0.0203387590;0.0198234529;-0.0857221820;-0.1261731703
1.3875000000;0.0334547755;0.0163772682;-0.0203222112;0.0204135877;-0.0862366148;-0.1232774363
1.3900000000;0.0335449223;0.0163953212;-0.0203048180;0.0201151520;-0.0868340378;-0.1206474048
1.3925000000;0.0336349776;0.0164134105;-0.0202864532;0.0189424509;-0.0875629191;-0.1184561009
1.3950000000;0.0337249279;0.0164315381;-0.0202671401;0.0173626115;-0.0883113504;-0.1165154182
1.3975000000;0.0338147642;0.0164496998;-0.0202470567;0.0156794045;-0.0887713178;-0.1144582734
1.4000000000;0.0339044864;0.0164678909;-0.0202264009;0.0137872155;-0.0887980566;-0.1120454232
1.4025000000;0.0339940936;0.0164861086;-0.0202052445;0.0115731323;-0.0886476260;-0.1093200817
1.4050000000;0.0340835751;0.0165043508;-0.0201835190;0.0094311608;-0.0886262754;-0.1065730298
1.4075000000;0.0341729124;0.0165226167;-0.0201611608;0.0080245235;-0.0887724097;-0.1039822121
1.4100000000;0.0342620903;0.0165409068;-0.0201382721;0.0074720936;-0.0889802549;-0.1012950548
1.4125000000;0.0343511006;0.0165592239;-0.0201150931;0.0070141246;-0.0891783944;-0.0981323412
1.4150000000;0.0344399355;0.0165775750;-0.0200917896;0.0056451456;-0.0893761536;-0.0945832765
1.4175000000;0.0345285818;0.0165959710;-0.0200683040;0.0030678883;-0.0896253949;-0.0913279375
1.4200000000;0.0346170229;0.0166144191;-0.0200444330;-0.0001775341;-0.0899052413;-0.0890417994
1.4225000000;0.0347052424;0.0166329161;-0.0200200048;-0.0035010589;-0.0900932479;-0.0876970912
1.4250000000;0.0347932275;0.0166514490;-0.0199949508;-0.0066883917;-0.0901179869;-0.0866922535
1.4275000000;0.0348809700;0.0166700024;-0.0199692462;-0.0095445936;-0.0900848170;-0.0855762941
1.4300000000;0.0349684722;0.0166885641;-0.0199428476;-0.0117351564;-0.0901813620;-0.0842577339
1.4325000000;0.0350557519;0.0167071236;-0.0199157252;-0.0131794712;-0.0905277663;-0.0826110479
1.4350000000;0.0351428428;0.0167256672;-0.0198879502;-0.0143710890;-0.0911554445;-0.0804437206
1.4375000000;0.0352297861;0.0167441784;-0.0198597227;-0.0161517518;-0.0920113971;-0.0780014508
1.4400000000;0.0353166186;0.0167626427;-0.0198312900;-0.0191008183;-0.0929546132;-0.0759564010
1.4425000000;0.0354033613;0.0167810531;-0.0198028243;-0.0230545002;-0.0938234147;-0.0746254203
1.4450000000;0.0354900152;0.0167994091;-0.0197743678;-0.0272022551;-0.0945425316;-0.0736425351
1.4475000000;0.0355765704;0.0168177104;-0.0197458793;-0.0307727332;-0.0951664478;-0.0725017545
1.4500000000;0.0356630169;0.0168359507;-0.0197173124;-0.0336456873;-0.0957664674;-0.0710812935
1.4525000000;0.0357493473;0.0168541192;-0.0196886420;-0.0362129309;-0.0963131106;-0.0696461007
1.4550000000;0.0358355498;0.0168722067;-0.0196598439;-0.0388056411;-0.0967495663;-0.0684298901
1.4575000000;0.0359216025;0.0168902070;-0.0196308888;-0.0415109755;-0.0971073259;-0.0672476428
1.4600000000;0.0360074744;0.0169081130;-0.0196017902;-0.0443420675;-0.0974828606;-0.0656821493
1.4625000000;0.0360931368;0.0169259127;-0.0195726805;-0.0473132248;-0.0978598123;-0.0635497411
1.4650000000;0.0361785748;0.0169435913;-0.0195438299;-0.0504543568;-0.0980099856;-0.0610015434
1.4675000000;0.0362637883;0.0169611381;-0.0195155848;-0.0537727016;-0.0977339540;-0.0583627849
1.4700000000;0.0363487837;0.0169785498;-0.0194882747;-0.0572183277;-0.0971049622;-0.0559564267
1.4725000000;0.0364335674;0.0169958266;-0.0194621421;-0.0607451730;-0.0963140202;-0.0539154724
1.4750000000;0.0365181419;0.0170129675;-0.0194373344;-0.0642917566;-0.0953885990;-0.0522667517
1.4775000000;0.0366025049;0.0170299714;-0.0194139367;-0.0678182997;-0.0942188026;-0.0511726978
1.4800000000;0.0366866512;0.0170468436;-0.0193919626;-0.0714579963;-0.0928297793;-0.0507711805
1.4825000000;0.0367705733;0.0170635971;-0.0193713193;-0.0753990978;-0.0914820650;-0.0509298011
1.4850000000;0.0368542610;0.0170802486;-0.0193518531;-0.0796136385;-0.0904859080;-0.0513399588
1.4875000000;0.0369377018;0.0170968114;-0.0193334719;-0.0839260575;-0.0900454968;-0.0516344069
1.4900000000;0.0370208848;0.0171132957;-0.0193162274;-0.0882983727;-0.0902238228;-0.0515082967
1.4925000000;0.0371038065;0.0171297119;-0.0193002851;-0.0928470176;-0.0908467247;-0.0509057881
1.4950000000;0.0371864764;0.0171460718;-0.0192858140;-0.0976286924;-0.0914914194;-0.0499450550
1.4975000000;0.0372689195;0.0171623854;-0.0192728933;-0.1025039760;-0.0917400464;-0.0487495560
1.5000000000;0.0373511704;0.0171786583;-0.0192615029;-0.1072483567;-0.0914426878;-0.0475399571
1.5025000000;0.0374332664;0.0171948923;-0.0192515561;-0.1118896099;-0.0907488054;-0.0466390506
1.5050000000;0.0375152412;0.0172110856;-0.0192429144;-0.1167351110;-0.0899782164;-0.0462236662
1.5075000000;0.0375971150;0.0172272352;-0.0192353822;-0.1219450937;-0.0894400765;-0.0461777952
1.5100000000;0.0376788809;0.0172433384;-0.0192287128;-0.1273282928;-0.0892497468;-0.0462304533
1.5125000000;0.0377604990;0.0172593924;-0.0192226611;-0.1324090601;-0.0892871941;-0.0462814260
1.5150000000;0.0378419088;0.0172753945;-0.0192170626;-0.1366207308;-0.0893393635;-0.0465660900
1.5175000000;0.0379230548;0.0172913465;-0.0192118544;-0.1398463931;-0.0892651071;-0.0474678023
1.5200000000;0.0380039060;0.0173072554;-0.0192070088;-0.1426092517;-0.0891255500;-0.0491058183
1.5225000000;0.0380844537;0.0173231269;-0.0192024448;-0.1454317762;-0.0892139066;-0.0511055956
1.5250000000;0.0381647015;0.0173389588;-0.0191979919;-0.1483430852;-0.0897999054;-0.0529272733
1.5275000000;0.0382446676;0.0173547438;-0.0191934475;-0.1511085717;-0.0907934720;-0.0542840260
1.5300000000;0.0383243953;0.0173704772;-0.0191886624;-0.1535365361;-0.0917882574;-0.0550882083
1.5325000000;0.0384039517;0.0173861607;-0.0191835347;-0.1554808814;-0.0924210099;-0.0552161435
1.5350000000;0.0384834096;0.0174017959;-0.0191779114;-0.1569446633;-0.0926099443;-0.0544432191
1.5375000000;0.0385628197;0.0174173783;-0.0191715272;-0.1583185494;-0.0925160795;-0.0526187522
1.5400000000;0.0386421951;0.0174328945;-0.0191640539;-0.1601617151;-0.0924165715;-0.0499633891
1.5425000000;0.0387215224;0.0174483241;-0.0191552172;-0.1625967374;-0.0926053101;-0.0471043239
1.5450000000;0.0388007823;0.0174636465;-0.0191448877;-0.1651546810;-0.0932762083;-0.0447602861
1.5475000000;0.0388799618;0.0174788511;-0.0191330590;-0.1672272155;-0.0944521905;-0.0433987059
1.5500000000;0.0389590533;0.0174939407;-0.0191197005;-0.1685161157;-0.0959931250;-0.0431781174
1.5525000000;0.0390380462;0.0175089270;-0.0191046418;-0.1691442485;-0.0976316639;-0.0440755063
1.5550000000;0.0391169212;0.0175238246;-0.0190876635;-0.1694871571;-0.0990626331;-0.0458703365
1.5575000000;0.0391956601;0.0175386490;-0.0190687038;-0.1698516828;-0.1000916032;-0.0480716405
1.5600000000;0.0392742589;0.0175534142;-0.0190479041;-0.1702652493;-0.1007576064;-0.0501359819
1.5625000000;0.0393527289;0.0175681283;-0.0190254445;-0.1706528037;-0.1012750412;-0.0518974996
1.5650000000;0.0394310867;0.0175827914;-0.0190013950;-0.1710830219;-0.1018164726;-0.0535694711
1.5675000000;0.0395093429;0.0175973982;-0.0189757332;-0.1717099293;-0.1024183288;-0.0552563330
1.5700000000;0.0395874981;0.0176119433;-0.0189484515;-0.1726828012;-0.1030106170;-0.0568014636
1.5725000000;0.0396655472;0.0176264244;-0.0189196209;-0.1740880715;-0.1034046369;-0.0581457496
1.5750000000;0.0397434819;0.0176408430;-0.0188893805;-0.1757727405;-0.1033816753;-0.0595222211
1.5775000000;0.0398212870;0.0176552030;-0.0188578939;-0.1773316824;-0.1029030067;-0.0612999013
1.5800000000;0.0398989423;0.0176695083;-0.0188253199;-0.1784052964;-0.1022027739;-0.0637149198
1.5825000000;0.0399764351;0.0176837621;-0.0187918090;-0.1789207079;-0.1016440463;-0.0665861592
1.5850000000;0.0400537757;0.0176979699;-0.0187575151;-0.1789633628;-0.1014545009;-0.0692893344
1.5875000000;0.0401309977;0.0177121411;-0.0187225932;-0.1785723501;-0.1015918697;-0.0712003200
1.5900000000;0.0402081389;0.0177262847;-0.0186871621;-0.1778092937;-0.1018176174;-0.0722737331
1.5925000000;0.0402852232;0.0177404050;-0.0186512687;-0.1767774223;-0.1019225344;-0.0730168854
1.5950000000;0.0403622598;0.0177544982;-0.0186149267;-0.1754927826;-0.1019455042;-0.0737565089
1.5975000000;0.0404392547;0.0177685568;-0.0185782195;-0.1741151008;-0.1021057557;-0.0741922266
1.6000000000;0.0405162171;0.0177825759;-0.0185413607;-0.1732978902;-0.1025201865;-0.0737798489
1.6025000000;0.0405931505;0.0177965571;-0.0185046361;-0.1738791909;-0.1030745652;-0.0723323058
1.6050000000;0.0406700377;0.0178105054;-0.0184682633;-0.1761719028;-0.1035852230;-0.0702458310
1.6075000000;0.0407468335;0.0178244240;-0.0184323098;-0.1797150839;-0.1040006962;-0.0683164729
1.6100000000;0.0408234749;0.0178383132;-0.0183967675;-0.1835690467;-0.1043431770;-0.0672767660
1.6125000000;0.0408999011;0.0178521727;-0.0183617066;-0.1867739173;-0.1045356392;-0.0674569912
1.6150000000;0.0409760673;0.0178660059;-0.0183273363;-0.1887327518;-0.1044571020;-0.0688641627
1.6175000000;0.0410519426;0.0178798187;-0.0182939250;-0.1892933437;-0.1041440036;-0.0712515212
1.6200000000;0.0411275012;0.0178936152;-0.0182616848;-0.1886247119;-0.1037947475;-0.0740076314
1.6225000000;0.0412027223;0.0179073978;-0.0182307585;-0.1871409588;-0.1035839227;-0.0762526695
1.6250000000;0.0412775995;0.0179211687;-0.0182013102;-0.1853338991;-0.1035507467;-0.0771601035
1.6275000000;0.0413521497;0.0179349306;-0.0181735683;-0.1835426952;-0.1036271447;-0.0762482649
1.6300000000;0.0414264106;0.0179486845;-0.0181477232;-0.1819870692;-0.1037251378;-0.0735985647
1.6325000000;0.0415004307;0.0179624281;-0.0181237676;-0.1808496220;-0.1037753699;-0.0699187137
1.6350000000;0.0415742543;0.0179761568;-0.0181014786;-0.1800959222;-0.1036468833;-0.0661844680
1.6375000000;0.0416479054;0.0179898641;-0.0180806161;-0.1793534921;-0.1031355154;-0.0630621149
1.6400000000;0.0417213845;0.0180035415;-0.0180611342;-0.1781733477;-0.1021198434;-0.0607555459
1.6425000000;0.0417946792;0.0180171783;-0.0180431582;-0.1764681034;-0.1006395493;-0.0592396515
1.6450000000;0.0418677725;0.0180307640;-0.0180267876;-0.1745625945;-0.0988901410;-0.0584103038
1.6475000000;0.0419406424;0.0180442900;-0.0180119758;-0.1727302190;-0.0972261874;-0.0582126828
1.6500000000;0.0420132628;0.0180577487;-0.0179985885;-0.1708380684;-0.0959905776;-0.0586685626
1.6525000000;0.0420856102;0.0180711323;-0.0179865538;-0.1685245003;-0.0953185687;-0.0595948878
1.6550000000;0.0421576650;0.0180844338;-0.0179759369;-0.1656598277;-0.0952169564;-0.0604471413
1.6575000000;0.0422294057;0.0180976480;-0.0179668527;-0.1625104175;-0.0956905325;-0.0605718040
1.6600000000;0.0423008080;0.0181107721;-0.0179593129;-0.1593491115;-0.0966479534;-0.0596134055
1.6625000000;0.0423718524;0.0181238048;-0.0179531796;-0.1561343480;-0.0978051874;-0.0576950548
1.6650000000;0.0424425382;0.0181367460;-0.0179482528;-0.1527106758;-0.0988480540;-0.0551847613
1.6675000000;0.0425128937;0.0181495976;-0.0179443355;-0.1489961519;-0.0996376258;-0.0524895594
1.6700000000;0.0425829758;0.0181623641;-0.0179411745;-0.1448831463;-0.1001605632;-0.0501821475
1.6725000000;0.0426528520;0.0181750485;-0.0179383868;-0.1401782199;-0.1003658948;-0.0488557811
1.6750000000;0.0427225731;0.0181876455;-0.0179355193;-0.1347840481;-0.1001345402;-0.0485729425
1.6775000000;0.0427921594;0.0182001410;-0.0179322236;-0.1289873450;-0.0993821824;-0.0488544765
1.6800000000;0.0428616078;0.0182125189;-0.0179283926;-0.1234442453;-0.0981973138;-0.0493395712
1.6825000000;0.0429309041;0.0182247710;-0.0179241210;-0.1187466843;-0.0968918333;-0.0500380665
1.6850000000;0.0430000264;0.0182369004;-0.0179195072;-0.1149192250;-0.0958552710;-0.0509711150
1.6875000000;0.0430689479;0.0182489171;-0.0179144878;-0.1113194449;-0.0953285935;-0.0520605956
1.6900000000;0.0431376437;0.0182608317;-0.0179088694;-0.1071731730;-0.0952933887;-0.0532001996
1.6925000000;0.0432060979;0.0182726529;-0.0179025010;-0.1022479537;-0.0955372681;-0.0540703056
1.6950000000;0.0432743071;0.0182843881;-0.0178953698;-0.0970007894;-0.0958494567;-0.0542477262
1.6975000000;0.0433422774;0.0182960447;-0.0178875095;-0.0922310563;-0.0961508091;-0.0537037893
1.7000000000;0.0434100177;0.0183076302;-0.0178788411;-0.0886011708;-0.0964569760;-0.0529692320
1.7025000000;0.0434775373;0.0183191516;-0.0178691440;-0.0864067564;-0.0968360681;-0.0526991560
1.7050000000;0.0435448510;0.0183306175;-0.0178582009;-0.0856124667;-0.0974446167;-0.0531087899
1.7075000000;0.0436119822;0.0183420401;-0.0178459556;-0.0858574895;-0.0984921831;-0.0539615489
1.7100000000;0.0436789567;0.0183534345;-0.0178325126;-0.0866214922;-0.1000630172;-0.0549988308
1.7125000000;0.0437457905;0.0183648133;-0.0178180060;-0.0874921942;-0.1020109845;-0.0561497714
1.7150000000;0.0438124833;0.0183761830;-0.0178025189;-0.0880579465;-0.1040654793;-0.0574754837
1.7175000000;0.0438790223;0.0183875455;-0.0177861326;-0.0877273747;-0.1059481368;-0.0590639430
1.7200000000;0.0439453909;0.0183989027;-0.0177690044;-0.0860000070;-0.1074476690;-0.0608763245
1.7225000000;0.0440115767;0.0184102604;-0.0177513491;-0.0829211561;-0.1085312150;-0.0627080464
1.7250000000;0.0440775714;0.0184216249;-0.0177333316;-0.0790908238;-0.1092656962;-0.0642470266
1.7275000000;0.0441433635;0.0184329964;-0.0177149871;-0.0751560316;-0.1096060254;-0.0651118501
1.7300000000;0.0442089354;0.0184443644;-0.0176962473;-0.0714811227;-0.1094495389;-0.0650055590
1.7325000000;0.0442742720;0.0184557139;-0.0176770336;-0.0683341163;-0.1088806481;-0.0639373988
1.7350000000;0.0443393691;0.0184670349;-0.0176573201;-0.0660559465;-0.1082489126;-0.0622797907
1.7375000000;0.0444042328;0.0184783285;-0.0176371003;-0.0648437406;-0.1079909742;-0.0605382355
1.7400000000;0.0444688730;0.0184896021;-0.0176162886;-0.0645071604;-0.1083880990;-0.0590370224
1.7425000000;0.0445332955;0.0185008623;-0.0175946847;-0.0646413123;-0.1094533246;-0.0578281630
1.7450000000;0.0445974992;0.0185121101;-0.0175720735;-0.0649205922;-0.1109615735;-0.0568876073
1.7475000000;0.0446614809;0.0185233449;-0.0175483671;-0.0651254920;-0.1126076868;-0.0563692263
1.7500000000;0.0447252460;0.0185345703;-0.0175236362;-0.0651066660;-0.1142034776;-0.0565196236
1.7525000000;0.0447888112;0.0185457938;-0.0174980220;-0.0648239730;-0.1157509741;-0.0573586534
1.7550000000;0.0448521910;0.0185570202;-0.0174716430;-0.0644012437;-0.1173660651;-0.0586555786
1.7575000000;0.0449153857;0.0185682467;-0.0174445786;-0.0640278297;-0.1191231068;-0.0602053225
1.7600000000;0.0449783872;0.0185794631;-0.0174169080;-0.0636041325;-0.1209691811;-0.0619889177
1.7625000000;0.0450411978;0.0185906570;-0.0173887695;-0.0625468565;-0.1227686934;-0.0641749963
1.7650000000;0.0451038377;0.0186018167;-0.0173604006;-0.0602117830;-0.1243481060;-0.0669856827
1.7675000000;0.0451663356;0.0186129306;-0.0173321102;-0.0566037366;-0.1254933707;-0.0703682533
1.7700000000;0.0452287136;0.0186239844;-0.0173041852;-0.0524961611;-0.1259945434;-0.0738966348
1.7725000000;0.0452909824;0.0186349624;-0.0172768148;-0.0487699597;-0.1258208772;-0.0771459862
1.7750000000;0.0453531490;0.0186458531;-0.0172501018;-0.0457847599;-0.1252461968;-0.0800402556
1.7775000000;0.0454152245;0.0186566535;-0.0172241266;-0.0434204019;-0.1246599019;-0.0827709316
1.7800000000;0.0454772220;0.0186673667;-0.0171989879;-0.0415155467;-0.1242800450;-0.0854994773
1.7825000000;0.0455391410;0.0186779938;-0.0171747935;-0.0401156428;-0.1241143005;-0.0882577262
1.7850000000;0.0456009543;0.0186885260;-0.0171516270;-0.0393508806;-0.1240825311;-0.0911548689
1.7875000000;0.0456626116;0.0186989459;-0.0171295439;-0.0391479775;-0.1240764774;-0.0944908450
1.7900000000;0.0457240633;0.0187092386;-0.0171086206;-0.0390785744;-0.1239909138;-0.0985016922
1.7925000000;0.0457852794;0.0187194011;-0.0170890013;-0.0386023764;-0.1238412816;-0.1031103833
1.7950000000;0.0458462439;0.0187294384;-0.0170708768;-0.0374968912;-0.1237777038;-0.1080465689
1.7975000000;0.0459069325;0.0187393554;-0.0170544046;-0.0358398865;-0.1238834644;-0.1130902999
1.8000000000;0.0459673045;0.0187491566;-0.0170396352;-0.0337326822;-0.1240200152;-0.1179798543
1.8025000000;0.0460273221;0.0187588520;-0.0170265182;-0.0314272595;-0.1238874399;-0.1223299820
1.8050000000;0.0460869783;0.0187684603;-0.0170149733;-0.0294588719;-0.1232357660;-0.1259571447
1.8075000000;0.0461463024;0.0187780021;-0.0170049209;-0.0283697117;-0.1220544685;-0.1289100691
1.8100000000;0.0462053381;0.0187874905;-0.0169962462;-0.0283904328;-0.1205703716;-0.1311301409
1.8125000000;0.0462641202;0.0187969276;-0.0169887949;-0.0292780381;-0.1190219459;-0.1325174203
1.8150000000;0.0463226672;0.0188063074;-0.0169824297;-0.0304606492;-0.1174753162;-0.1332426564
1.8175000000;0.0463809849;0.0188156248;-0.0169770781;-0.0315741132;-0.1159393855;-0.1337966836
1.8200000000;0.0464390766;0.0188248820;-0.0169727273;-0.0328359609;-0.1145205459;-0.1347222847
1.8225000000;0.0464969525;0.0188340881;-0.0169693643;-0.0347046545;-0.1133899948;-0.1362031382
1.8250000000;0.0465546297;0.0188432528;-0.0169668852;-0.0373160815;-0.1127277631;-0.1379483567
1.8275000000;0.0466121253;0.0188523836;-0.0169650694;-0.0405060134;-0.1126233012;-0.1394938269
1.8300000000;0.0466694526;0.0188614886;-0.0169636754;-0.0441288762;-0.1128821965;-0.1405164005
1.8325000000;0.0467266236;0.0188705788;-0.0169625522;-0.0481381789;-0.1130861716;-0.1409484299
1.8350000000;0.0467836536;0.0188796689;-0.0169616247;-0.0525181475;-0.1129455934;-0.1409089959
1.8375000000;0.0468405626;0.0188887745;-0.0169607672;-0.0570719099;-0.1124942090;-0.1405714811
1.8400000000;0.0468973694;0.0188979096;-0.0169597291;-0.0613136585;-0.1119442866;-0.1401195334
1.8425000000;0.0469540793;0.0189070863;-0.0169582117;-0.0647991579;-0.1113761126;-0.1397104219
1.8450000000;0.0470106809;0.0189163152;-0.0169559830;-0.0674628773;-0.1106297023;-0.1394129767
1.8475000000;0.0470671508;0.0189256040;-0.0169528767;-0.0695921313;-0.1095276960;-0.1393175111
1.8500000000;0.0471234631;0.0189349563;-0.0169486764;-0.0716042045;-0.1081076426;-0.1396664850
1.8525000000;0.0471795994;0.0189443735;-0.0169430216;-0.0737695877;-0.1066312794;-0.1405845448
1.8550000000;0.0472355568;0.0189538563;-0.0169354555;-0.0761126788;-0.1053876048;-0.1418381925
1.8575000000;0.0472913439;0.0189634058;-0.0169256059;-0.0786860895;-0.1044887147;-0.1431034960
1.8600000000;0.0473469669;0.0189730248;-0.0169133363;-0.0817779168;-0.1038561084;-0.1441622904
1.8625000000;0.0474024188;0.0189827199;-0.0168987274;-0.0856577471;-0.1033399204;-0.1448626298
1.8650000000;0.0474576824;0.0189925006;-0.0168819305;-0.0902463565;-0.1028362332;-0.1451802121
1.8675000000;0.0475127494;0.0190023776;-0.0168630564;-0.0951379193;-0.1023107158;-0.1451490181
1.8700000000;0.0475676385;0.0190123615;-0.0168421920;-0.0999266625;-0.1017905060;-0.1446616812
1.8725000000;0.0476223902;0.0190224620;-0.0168194614;-0.1044772298;-0.1014158515;-0.1435083539
1.8750000000;0.0476770436;0.0190326880;-0.0167949986;-0.1087748342;-0.1013157261;-0.1415259345
1.8775000000;0.0477316157;0.0190430478;-0.0167688326;-0.1126219353;-0.1013710842;-0.1387218197
1.8800000000;0.0477860966;0.0190535509;-0.0167408368;-0.1157794385;-0.1013347514;-0.1354913783
1.8825000000;0.0478404615;0.0190642060;-0.0167108493;-0.1182763642;-0.1011336881;-0.1324351581
1.8850000000;0.0478946877;0.0190750163;-0.0166788695;-0.1202940749;-0.1008931322;-0.1296960924
1.8875000000;0.0479487599;0.0190859764;-0.0166451268;-0.1219134868;-0.1007719704;-0.1268928122
1.8900000000;0.0480026623;0.0190970744;-0.0166099489;-0.1231424679;-0.1008452491;-0.1237388037
1.8925000000;0.0480563760;0.0191082971;-0.0165735806;-0.1239743611;-0.1010568292;-0.1203501772
1.8950000000;0.0481098902;0.0191196285;-0.0165361541;-0.1243150909;-0.1012186130;-0.1169706187
